p1,p2,Labor Clearing,Goods Clearing 1,Goods Clearing 2
0.1,0.1,-0.995,-2.9649999999999994,-6.9849999999999985
0.1,0.3111111111111111,-0.9733024691358024,-3.030092592592592,-2.154513888888889
0.1,0.5222222222222223,-0.9293209876543209,-3.1620370370370368,-1.1740543735224584
0.1,0.7333333333333333,-0.8630555555555556,-3.360833333333333,-0.7185984848484848
0.1,0.9444444444444444,-0.7745061728395062,-3.626481481481481,-0.4360849673202615
0.1,1.1555555555555557,-0.6636728395061728,-3.958981481481481,-0.23172809829059815
0.1,1.3666666666666667,-0.5305555555555556,-4.3583333333333325,-0.0693089430894307
0.1,1.577777777777778,-0.3751543209876542,-4.824537037037037,0.06800665101721459
0.1,1.788888888888889,-0.19746913580246916,-5.357592592592592,0.18910628019323683
0.1,2.0,0.0024999999999999467,-5.9575,0.2991250000000001
0.3111111111111111,0.1,-0.9733024691358024,-0.8344742063492061,-7.1368827160493815
0.3111111111111111,0.3111111111111111,-0.951604938271605,-0.8553968253968253,-2.203333333333333
0.3111111111111111,0.5222222222222223,-0.9076234567901235,-0.8978075396825395,-1.2031382978723402
0.3111111111111111,0.7333333333333333,-0.8413580246913579,-0.961706349206349,-0.7393097643097644
0.3111111111111111,0.9444444444444444,-0.7528086419753086,-1.0470932539682538,-0.4521666666666667
0.3111111111111111,1.1555555555555557,-0.6419753086419753,-1.1539682539682539,-0.24487179487179478
0.3111111111111111,1.3666666666666667,-0.5088580246913581,-1.2823313492063493,-0.08042231255645871
0.3111111111111111,1.577777777777778,-0.35345679012345665,-1.4321825396825396,0.05838028169014109
0.3111111111111111,1.788888888888889,-0.1757716049382716,-1.6035218253968253,0.18061594202898568
0.3111111111111111,2.0,0.024197530864197514,-1.7963492063492064,0.29153086419753094
0.5222222222222223,0.1,-0.9293209876543209,-0.35395981087470435,-7.444753086419752
0.5222222222222223,0.3111111111111111,-0.9076234567901235,-0.36642434988179656,-2.3022916666666666
0.5222222222222223,0.5222222222222223,-0.863641975308642,-0.39169030732860494,-1.2620921985815599
0.5222222222222223,0.7333333333333333,-0.7973765432098765,-0.4297576832151298,-0.7812920875420872
0.5222222222222223,0.9444444444444444,-0.7088271604938272,-0.48062647754137106,-0.4847647058823529
0.5222222222222223,1.1555555555555557,-0.5979938271604938,-0.5442966903073285,-0.27151442307692286
0.5222222222222223,1.3666666666666667,-0.4648765432098765,-0.6207683215130022,-0.1029494128274615
0.5222222222222223,1.577777777777778,-0.30947530864197514,-0.7100413711583924,0.03886737089201897
0.5222222222222223,1.788888888888889,-0.1317901234567901,-0.8121158392434988,0.16340579710144942
0.5222222222222223,2.0,0.06817901234567891,-0.9269917257683213,0.2761373456790124
0.7333333333333333,0.1,-0.8630555555555556,-0.0984469696969697,-7.90861111111111
0.7333333333333333,0.3111111111111111,-0.841358024691358,-0.10732323232323232,-2.451388888888889
0.7333333333333333,0.5222222222222223,-0.7973765432098765,-0.12531565656565657,-1.3509160756501182
0.7333333333333333,0.7333333333333333,-0.7311111111111112,-0.1524242424242424,-0.8445454545454543
0.7333333333333333,0.9444444444444444,-0.6425617283950618,-0.18864898989898998,-0.5338790849673202
0.7333333333333333,1.1555555555555557,-0.5317283950617284,-0.23398989898989903,-0.31165598290598273
